ID,Name,Label,Content
D71_K2_Db,Điểm b Khoản 2 Điều 71,Điểm,03 năm trong trường hợp bị phạt tù đến 05 năm;
D71_K2_Dc,Điểm c Khoản 2 Điều 71,Điểm,05 năm trong trường hợp bị phạt tù từ trên 05 năm đến 15 năm;
D71_K2_Dd,Điểm d Khoản 2 Điều 71,Điểm,"07 năm trong trường hợp bị phạt tù trên 15 năm, tù chung thân hoặc tử hình nhưng đã được giảm án. Trường hợp người bị kết án đang chấp hành hình phạt bổ sung là quản chế, cấm cư trú, tước một số quyền công dân mà thời hạn phải chấp hành dài hơn thời hạn quy định tại điểm a, điểm b khoản này thì Tòa án quyết định việc xóa án tích từ khi người đó chấp hành xong hình phạt bổ sung."
D71_K3,Khoản 3 Điều 71,Khoản,"Người bị Tòa án bác đơn xin xóa án tích lần đầu, thì sau 01 năm kể từ ngày bị Tòa án bác đơn mới được xin xóa án tích; nếu bị bác đơn lần thứ hai trở đi, thì sau 02 năm kể từ ngày bị Tòa án bác đơn mới được xin xóa án tích."
D72,Xóa án tích trong trường hợp đặc biệt Trong trường hợp người bị kết án có những...,Điều,"Xóa án tích trong trường hợp đặc biệt Trong trường hợp người bị kết án có những biểu hiện tiến bộ rõ rệt và đã lập công, được cơ quan, tổ chức nơi người đó công tác hoặc chính quyền địa phương nơi người đó cư trú đề nghị, thì Tòa án quyết định việc xóa án tích nếu người đó đã bảo đảm được ít nhất một phần ba thời hạn quy định tại khoản 2 Điều 70 và khoản 2 Điều 71 của Bộ luật này."
D73,Cách tính thời hạn để xóa án tích,Điều,Cách tính thời hạn để xóa án tích
D73_K1,Khoản 1 Điều 73,Khoản,Thời hạn để xóa án tích quy định tại Điều 70 và Điều 71 của Bộ luật này căn cứ vào hình phạt chính đã tuyên.
D73_K2,Khoản 2 Điều 73,Khoản,Người bị kết án chưa được xóa án tích mà thực hiện hành vi phạm tội mới và bị Tòa án kết án bằng bản án có hiệu lực pháp luật thì thời hạn để xóa án tích cũ được tính lại kể từ ngày chấp hành xong hình phạt chính hoặc thời gian thử thách án treo của bản án mới hoặc từ ngày bản án mới hết thời hiệu thi hành.
D73_K3,Khoản 3 Điều 73,Khoản,"Người bị kết án trong trường hợp phạm nhiều tội mà có tội thuộc trường hợp đương nhiên được xóa án tích, có tội thuộc trường hợp xóa án tích theo quyết định của Tòa án thì căn cứ vào thời hạn quy định tại Điều 71 của Bộ luật này Tòa án quyết định việc xóa án tích đối với người đó."
D73_K4,Khoản 4 Điều 73,Khoản,Người được miễn chấp hành phần hình phạt còn lại cũng được coi như đã chấp hành xong hình phạt. NHỮNG QUY ĐỊNH ĐỐI VỚI PHÁP NHÂN THƯƠNG MẠI PHẠM TỘI
D74,Áp dụng quy định của Bộ luật Hình sự đối với pháp nhân thương mại phạm tội Pháp...,Điều,Áp dụng quy định của Bộ luật Hình sự đối với pháp nhân thương mại phạm tội Pháp nhân thương mại phạm tội phải chịu trách nhiệm hình sự theo những quy định của Chương này; theo quy định khác của Phần thứ nhất của Bộ luật này không trái với quy định của Chương này.
D75,Điều kiện chịu trách nhiệm hình sự của pháp nhân thương mại,Điều,Điều kiện chịu trách nhiệm hình sự của pháp nhân thương mại
D75_K1,Khoản 1 Điều 75,Khoản,Pháp nhân thương mại chỉ phải chịu trách nhiệm hình sự khi có đủ các điều kiện sau đây:
D75_K1_Da,Điểm a Khoản 1 Điều 75,Điểm,Hành vi phạm tội được thực hiện nhân danh pháp nhân thương mại;
D75_K1_Db,Điểm b Khoản 1 Điều 75,Điểm,Hành vi phạm tội được thực hiện vì lợi ích của pháp nhân thương mại;
D75_K1_Dc,Điểm c Khoản 1 Điều 75,Điểm,"Hành vi phạm tội được thực hiện có sự chỉ đạo, điều hành hoặc chấp thuận của pháp nhân thương mại;"
D75_K1_Dd,Điểm d Khoản 1 Điều 75,Điểm,Chưa hết thời hiệu truy cứu trách nhiệm hình sự quy định tại khoản 2 và khoản 3 Điều 27 của Bộ luật này.
D75_K2,Khoản 2 Điều 75,Khoản,Việc pháp nhân thương mại chịu trách nhiệm hình sự không loại trừ trách nhiệm hình sự của cá nhân.
D76,Phạm vi chịu trách nhiệm hình sự của pháp nhân thương mại[30] Pháp nhân thương...,Điều,"Phạm vi chịu trách nhiệm hình sự của pháp nhân thương mại[30] Pháp nhân thương mại phải chịu trách nhiệm hình sự về tội phạm quy định tại một trong các điều 188, 189, 190, 191, 192, 193, 194, 195, 196, 200, 203, 209, 210, 211, 213, 216, 217, 225, 226, 227, 232, 234, 235, 237, 238, 239, 242, 243, 244, 245, 246, 300 và 324 của Bộ luật này."
D77,Phạt tiền,Điều,Phạt tiền
D77_K1,Khoản 1 Điều 77,Khoản,Phạt tiền được áp dụng là hình phạt chính hoặc hình phạt bổ sung đối với pháp nhân thương mại phạm tội.
D77_K2,Khoản 2 Điều 77,Khoản,"Mức tiền phạt được quyết định căn cứ vào tính chất, mức độ nguy hiểm của tội phạm và có xét đến tình hình tài chính của pháp nhân thương mại phạm tội, sự biến động của giá cả nhưng không được thấp hơn 50.000.000 đồng."
D78,Đình chỉ hoạt động có thời hạn,Điều,Đình chỉ hoạt động có thời hạn
D78_K1,Khoản 1 Điều 78,Khoản,"Đình chỉ hoạt động có thời hạn là tạm dừng hoạt động của pháp nhân thương mại trong một hoặc một số lĩnh vực mà pháp nhân thương mại phạm tội gây thiệt hại đến tính mạng, sức khỏe con người, môi trường hoặc an ninh, trật tự, an toàn xã hội và hậu quả gây ra có khả năng khắc phục trên thực tế."
D78_K2,Khoản 2 Điều 78,Khoản,Thời hạn đình chỉ hoạt động từ 06 tháng đến 03 năm.
D79,Đình chỉ hoạt động vĩnh viễn,Điều,Đình chỉ hoạt động vĩnh viễn
D79_K1,Khoản 1 Điều 79,Khoản,"Đình chỉ hoạt động vĩnh viễn là chấm dứt hoạt động của pháp nhân thương mại trong một hoặc một số lĩnh vực mà pháp nhân thương mại phạm tội gây thiệt hại hoặc có khả năng thực tế gây thiệt hại đến tính mạng của nhiều người, gây sự cố môi trường hoặc gây ảnh hưởng xấu đến an ninh, trật tự, an toàn xã hội và không có khả năng khắc phục hậu quả gây ra."
D79_K2,Khoản 2 Điều 79,Khoản,Pháp nhân thương mại được thành lập chỉ để thực hiện tội phạm thì bị đình chỉ vĩnh viễn toàn bộ hoạt động.
D80,"Cấm kinh doanh, cấm hoạt động trong một số lĩnh vực nhất định",Điều,"Cấm kinh doanh, cấm hoạt động trong một số lĩnh vực nhất định"
D80_K1,Khoản 1 Điều 80,Khoản,"Cấm kinh doanh, cấm hoạt động trong một số lĩnh vực nhất định được áp dụng khi xét thấy nếu để pháp nhân thương mại bị kết án tiếp tục kinh doanh hoặc hoạt động trong lĩnh vực đó, thì có thể gây nguy hại cho tính mạng, sức khỏe của con người hoặc cho xã hội."
D80_K2,Khoản 2 Điều 80,Khoản,Tòa án quyết định lĩnh vực cụ thể bị cấm kinh doanh hoặc cấm hoạt động.
D80_K3,Khoản 3 Điều 80,Khoản,"Thời hạn cấm kinh doanh, cấm hoạt động trong một số lĩnh vực nhất định là từ 01 năm đến 03 năm, kể từ ngày bản án có hiệu lực pháp luật."
D81,Cấm huy động vốn,Điều,Cấm huy động vốn
D81_K1,Khoản 1 Điều 81,Khoản,Cấm huy động vốn được áp dụng khi xét thấy nếu để pháp nhân thương mại bị kết án huy động vốn thì có nguy cơ tiếp tục phạm tội.
D81_K2,Khoản 2 Điều 81,Khoản,Các hình thức cấm huy động vốn bao gồm:
D81_K2_Da,Điểm a Khoản 2 Điều 81,Điểm,"Cấm vay vốn của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài hoặc quỹ đầu tư[31];"
D81_K2_Db,Điểm b Khoản 2 Điều 81,Điểm,"Cấm phát hành, chào bán chứng khoán;"
D81_K2_Dc,Điểm c Khoản 2 Điều 81,Điểm,Cấm huy động vốn khách hàng;
D81_K2_Dd,Điểm d Khoản 2 Điều 81,Điểm,"Cấm liên doanh, liên kết trong và ngoài nước;"
D81_K2_Dđ,Điểm đ Khoản 2 Điều 81,Điểm,Cấm hình thành quỹ tín thác bất động sản.
D81_K3,Khoản 3 Điều 81,Khoản,Tòa án quyết định áp dụng một hoặc một số hình thức cấm huy động vốn quy định tại khoản 2 Điều này.
D81_K4,Khoản 4 Điều 81,Khoản,"Thời hạn cấm huy động vốn là từ 01 năm đến 03 năm, kể từ ngày bản án có hiệu lực pháp luật."
D82,Các biện pháp tư pháp áp dụng đối với pháp nhân thương mại phạm tội,Điều,Các biện pháp tư pháp áp dụng đối với pháp nhân thương mại phạm tội
D82_K1,Khoản 1 Điều 82,Khoản,Tòa án có thể quyết định áp dụng các biện tư pháp sau đây đối với pháp nhân thương mại phạm tội:
D82_K1_Da,Điểm a Khoản 1 Điều 82,Điểm,Các biện pháp tư pháp quy định tại Điều 47 và Điều 48 của Bộ luật này;
D82_K1_Db,Điểm b Khoản 1 Điều 82,Điểm,Buộc khôi phục lại tình trạng ban đầu;
D82_K1_Dc,Điểm c Khoản 1 Điều 82,Điểm,"Buộc thực hiện một số biện pháp nhằm khắc phục, ngăn chặn hậu quả tiếp tục xảy ra."
D82_K2,Khoản 2 Điều 82,Khoản,Tòa án có thể quyết định áp dụng biện pháp tư pháp buộc pháp nhân thương mại phạm tội phải khôi phục lại tình trạng ban đầu đã bị thay đổi do hành vi phạm tội của mình gây ra.
D82_K3,Khoản 3 Điều 82,Khoản,"Căn cứ vào từng trường hợp phạm tội cụ thể, Tòa án có thể quyết định buộc pháp nhân thương mại phạm tội phải thực hiện một hoặc một số biện pháp sau đây nhằm khắc phục, ngăn chặn hậu quả của tội phạm:"
D82_K3_Da,Điểm a Khoản 3 Điều 82,Điểm,"Buộc tháo dỡ công trình, phần công trình xây dựng không có giấy phép hoặc xây dựng không đúng với giấy phép;"
D82_K3_Db,Điểm b Khoản 3 Điều 82,Điểm,"Buộc khắc phục tình trạng ô nhiễm môi trường, lây lan dịch bệnh;"
D82_K3_Dc,Điểm c Khoản 3 Điều 82,Điểm,"Buộc đưa ra khỏi lãnh thổ nước Cộng hòa xã hội chủ nghĩa Việt Nam hoặc tái xuất hàng hoá, vật phẩm, phương tiện được đưa vào lãnh thổ nước Cộng hòa xã hội chủ nghĩa Việt Nam, nhập khẩu trái với quy định của pháp luật hoặc được tạm nhập, tái xuất nhưng không tái xuất theo đúng quy định của pháp luật; hàng hóa nhập khẩu, quá cảnh xâm phạm quyền sở hữu trí tuệ, hàng hóa giả mạo quyền sở hữu trí tuệ, phương tiện, nguyên liệu, vật liệu nhập khẩu được sử dụng chủ yếu để sản xuất, kinh doanh hàn"
D82_K3_Dd,Điểm d Khoản 3 Điều 82,Điểm,"Buộc tiêu hủy hàng hóa, vật phẩm gây hại cho sức khỏe con người, vật nuôi, cây trồng và môi trường, văn hóa phẩm có nội dung độc hại hoặc tang vật khác thuộc đối tượng bị tiêu hủy theo quy định của pháp luật;"
D82_K3_De,Điểm e Khoản 3 Điều 82,Điểm,"Buộc thu hồi sản phẩm, hàng hóa vi phạm đang lưu thông trên thị trường."
D82_K3_Dđ,Điểm đ Khoản 3 Điều 82,Điểm,"Buộc loại bỏ yếu tố vi phạm trên hàng hóa, bao bì hàng hóa, phương tiện kinh doanh, vật phẩm;"
D83,Căn cứ quyết định hình phạt đối với pháp nhân thương mại phạm tội Khi quyết...,Điều,"Căn cứ quyết định hình phạt đối với pháp nhân thương mại phạm tội Khi quyết định hình phạt, Tòa án căn cứ vào quy định của Bộ luật này, cân nhắc tính chất và mức độ nguy hiểm cho xã hội của hành vi phạm tội, việc chấp hành pháp luật của pháp nhân thương mại và các tình tiết giảm nhẹ và tăng nặng trách nhiệm hình sự áp dụng đối với pháp nhân thương mại."
D84,Các tình tiết giảm nhẹ trách nhiệm hình sự áp dụng đối với pháp nhân thương mại,Điều,Các tình tiết giảm nhẹ trách nhiệm hình sự áp dụng đối với pháp nhân thương mại
D84_K1,Khoản 1 Điều 84,Khoản,Các tình tiết sau đây là tình tiết giảm nhẹ trách nhiệm hình sự:
D84_K1_Da,Điểm a Khoản 1 Điều 84,Điểm,Đã ngăn chặn hoặc làm giảm bớt tác hại của tội phạm;
D84_K1_Db,Điểm b Khoản 1 Điều 84,Điểm,"Tự nguyện sửa chữa, bồi thường thiệt hại hoặc khắc phục hậu quả;"
D84_K1_Dc,Điểm c Khoản 1 Điều 84,Điểm,Phạm tội nhưng chưa gây thiệt hại hoặc gây thiệt hại không lớn; d)[32] Tích cực hợp tác với cơ quan có trách nhiệm trong việc phát hiện tội phạm hoặc trong quá trình giải quyết vụ án;
D84_K1_Dđ,Điểm đ Khoản 1 Điều 84,Điểm,Có nhiều đóng góp trong việc thực hiện chính sách xã hội.
D84_K2,Khoản 2 Điều 84,Khoản,"Khi quyết định hình phạt, Tòa án có thể coi các tình tiết khác là tình tiết giảm nhẹ, nhưng phải ghi rõ lý do giảm nhẹ trong bản án."
D84_K3,Khoản 3 Điều 84,Khoản,Các tình tiết giảm nhẹ đã được Bộ luật này quy định là dấu hiệu định tội hoặc định khung thì không được coi là tình tiết giảm nhẹ trong khi quyết định hình phạt.
D85,Các tình tiết tăng nặng trách nhiệm hình sự áp dụng đối với pháp nhân thương mại,Điều,Các tình tiết tăng nặng trách nhiệm hình sự áp dụng đối với pháp nhân thương mại
D85_K1,Khoản 1 Điều 85,Khoản,Chỉ các tình tiết sau đây mới là tình tiết tăng nặng trách nhiệm hình sự:
D85_K1_Da,Điểm a Khoản 1 Điều 85,Điểm,Câu kết với pháp nhân thương mại khác để phạm tội;
D85_K1_Db,Điểm b Khoản 1 Điều 85,Điểm,Cố ý thực hiện tội phạm đến cùng;
D85_K1_Dc,Điểm c Khoản 1 Điều 85,Điểm,Phạm tội 02 lần trở lên;
D85_K1_Dd,Điểm d Khoản 1 Điều 85,Điểm,Tái phạm hoặc tái phạm nguy hiểm;
D85_K1_De,Điểm e Khoản 1 Điều 85,Điểm,"Dùng thủ đoạn tinh vi để phạm tội hoặc nhằm trốn tránh, che giấu tội phạm."
D85_K1_Dđ,Điểm đ Khoản 1 Điều 85,Điểm,"Lợi dụng hoàn cảnh chiến tranh, tình trạng khẩn cấp, thiên tai, dịch bệnh hoặc những khó khăn đặc biệt khác của xã hội để phạm tội;"
D85_K2,Khoản 2 Điều 85,Khoản,Các tình tiết đã được Bộ luật này quy định là dấu hiệu định tội hoặc định khung hình phạt thì không được coi là tình tiết tăng nặng.
D86,Quyết định hình phạt trong trường hợp pháp nhân thương mại phạm nhiều tội Khi...,Điều,"Quyết định hình phạt trong trường hợp pháp nhân thương mại phạm nhiều tội Khi xét xử cùng 01 lần pháp nhân thương mại phạm nhiều tội, Tòa án quyết định hình phạt đối với từng tội và tổng hợp hình phạt theo quy định sau đây:"
D86_K1,Khoản 1 Điều 86,Khoản,Đối với hình phạt chính:
D86_K1_Da,Điểm a Khoản 1 Điều 86,Điểm,Nếu các hình phạt đã tuyên cùng là phạt tiền thì các khoản tiền phạt được cộng lại thành hình phạt chung. Hình phạt tiền không tổng hợp với các hình phạt khác;
D86_K1_Db,Điểm b Khoản 1 Điều 86,Điểm,Nếu các hình phạt đã tuyên là đình chỉ hoạt động có thời hạn và đình chỉ hoạt động vĩnh viễn trong cùng lĩnh vực hoặc hình phạt đã tuyên cùng là đình chỉ hoạt động vĩnh viễn trong cùng lĩnh vực thì hình phạt chung là đình chỉ hoạt động vĩnh viễn trong lĩnh vực đó;
D86_K1_Dc,Điểm c Khoản 1 Điều 86,Điểm,Nếu các hình phạt đã tuyên là đình chỉ hoạt động có thời hạn trong cùng lĩnh vực thì được tổng hợp thành hình phạt chung nhưng không vượt quá 04 năm;
D86_K1_Dd,Điểm d Khoản 1 Điều 86,Điểm,Nếu trong số các hình phạt đã tuyên có hình phạt đình chỉ hoạt động vĩnh viễn thuộc trường hợp quy định tại khoản 2 Điều 79 của Bộ luật này thì hình phạt chung là đình chỉ hoạt động vĩnh viễn đối với toàn bộ hoạt động;
D86_K1_Dđ,Điểm đ Khoản 1 Điều 86,Điểm,Nếu các hình phạt đã tuyên là đình chỉ hoạt động có thời hạn trong các lĩnh vực khác nhau hoặc đình chỉ hoạt động vĩnh viễn trong các lĩnh vực khác nhau hoặc đình chỉ hoạt động có thời hạn và đình chỉ hoạt động vĩnh viễn trong các lĩnh vực khác nhau thì không tổng hợp.
D86_K2,Khoản 2 Điều 86,Khoản,Đối với hình phạt bổ sung:
D86_K2_Da,Điểm a Khoản 2 Điều 86,Điểm,Nếu các hình phạt đã tuyên là cùng loại thì hình phạt chung được quyết định trong giới hạn do Bộ luật này quy định đối với hình phạt đó; riêng đối với hình phạt tiền thì các khoản tiền được cộng lại thành hình phạt chung;
D86_K2_Db,Điểm b Khoản 2 Điều 86,Điểm,Nếu các hình phạt đã tuyên là khác loại thì pháp nhân thương mại bị kết án phải chấp hành tất cả các hình phạt đã tuyên.
D87,Tổng hợp hình phạt của nhiều bản án,Điều,Tổng hợp hình phạt của nhiều bản án
D87_K1,Khoản 1 Điều 87,Khoản,"Trường hợp pháp nhân thương mại đang chấp hành một bản án mà lại bị xét xử về tội đã phạm trước khi có bản án này, thì Tòa án quyết định hình phạt đối với tội đang bị xét xử, sau đó quyết định hình phạt chung theo quy định tại Điều 86 của Bộ luật này. Thời gian đã chấp hành hình phạt của bản án trước về đình chỉ hoạt động có thời hạn, cấm kinh doanh, cấm hoạt động trong một số lĩnh vực nhất định hoặc cấm huy động vốn được trừ vào thời hạn chấp hành hình phạt chung."
D87_K2,Khoản 2 Điều 87,Khoản,"Khi xét xử một pháp nhân thương mại đang phải chấp hành một bản án mà lại thực hiện hành vi phạm tội mới, Tòa án quyết định hình phạt đối với tội mới, sau đó tổng hợp với phần hình phạt chưa chấp hành của bản án trước rồi quyết định hình phạt chung theo quy định tại Điều 86 của Bộ luật này."
D87_K3,Khoản 3 Điều 87,Khoản,"Trong trường hợp một pháp nhân thương mại phải chấp hành nhiều bản án đã có hiệu lực pháp luật mà các hình phạt của các bản án chưa được tổng hợp, thì Chánh án Tòa án có thẩm quyền ra quyết định tổng hợp hình phạt của các bản án theo quy định tại khoản 1 và khoản 2 Điều này."
D88,Miễn hình phạt Pháp nhân thương mại phạm tội có thể được miễn hình phạt khi đã...,Điều,Miễn hình phạt Pháp nhân thương mại phạm tội có thể được miễn hình phạt khi đã khắc phục toàn bộ hậu quả và đã bồi thường toàn bộ thiệt hại do hành vi phạm tội gây ra.
D89,Xóa án tích Pháp nhân thương mại bị kết án đương nhiên được xóa án tích nếu...,Điều,"Xóa án tích Pháp nhân thương mại bị kết án đương nhiên được xóa án tích nếu trong thời hạn 02 năm kể từ khi chấp hành xong hình phạt chính, hình phạt bổ sung, các quyết định khác của bản án hoặc từ khi hết thời hiệu thi hành bản án mà pháp nhân thương mại không thực hiện hành vi phạm tội mới. CÁC TỘI PHẠM CÁC TỘI XÂM PHẠM AN NINH QUỐC GIA"
D235,Tội gây ô nhiễm môi trường[206],Điều,Tội gây ô nhiễm môi trường[206]
D235_K1,Khoản 1 Điều 235,Khoản,"Người nào thực hiện một trong các hành vi sau đây, thì bị phạt tiền từ 100.000.000 đồng đến 1.000.000.000 đồng hoặc phạt tù từ 02 năm đến 03 năm:"
D235_K1_Da,Điểm a Khoản 1 Điều 235,Điểm,"Chôn, lấp, đổ, thải ra môi trường trái pháp luật từ 1.000 kilôgam đến dưới 3.000 kilôgam chất thải nguy hại có thành phần nguy hại đặc biệt vượt ngưỡng chất thải nguy hại theo quy định của pháp luật hoặc có chứa chất phải loại trừ theo Phụ lục A Công ước Stockholm về các chất ô nhiễm hữu cơ khó phân hủy hoặc từ 3.000 kilôgam đến dưới 10.000 kilôgam chất thải nguy hại khác;"
D235_K1_Db,Điểm b Khoản 1 Điều 235,Điểm,"Chôn, lấp, đổ, thải ra môi trường trái pháp luật từ 500 kilôgam đến dưới 1.000 kilôgam chất thải nguy hại có thành phần nguy hại đặc biệt vượt ngưỡng chất thải nguy hại theo quy định của pháp luật hoặc có chứa chất phải loại trừ theo Phụ lục A Công ước Stockholm về các chất ô nhiễm hữu cơ khó phân hủy hoặc từ 1.500 kilôgam đến dưới 3.000 kilôgam chất thải nguy hại khác nhưng đã bị xử phạt vi phạm hành chính về một trong các hành vi quy định tại Điều này hoặc đã bị kết án về tội này, chư"
D235_K1_Dc,Điểm c Khoản 1 Điều 235,Điểm,Xả thải ra môi trường từ 500 mét khối (m3) trên ngày đến dưới 5.000 mét khối (m3) trên ngày nước thải có thông số môi trường nguy hại vượt quy chuẩn kỹ thuật quốc gia về môi trường từ 03 lần đến dưới 05 lần hoặc từ 300 mét khối (m3) trên ngày đến dưới 500 mét khối (m3) trên ngày nước thải có thông số môi trường nguy hại vượt quy chuẩn kỹ thuật quốc gia về môi trường 05 lần trở lên;
D235_K1_Dd,Điểm d Khoản 1 Điều 235,Điểm,Xả thải ra môi trường 500 mét khối (m3) trên ngày trở lên nước thải có thông số môi trường nguy hại vượt quy chuẩn kỹ thuật quốc gia về môi trường từ 02 lần đến dưới 03 lần hoặc từ 300 mét khối (m3) trên ngày đến dưới 500 mét khối (m3) trên ngày nước thải có thông số môi trường nguy hại vượt quy chuẩn kỹ thuật quốc gia về môi trường từ 03 lần đến dưới 05 lần hoặc từ 100 mét khối (m3) trên ngày đến dưới 300 mét khối (m3) trên ngày nước thải có thông số môi trường nguy hại vượt quy chuẩn kỹ
D235_K1_De,Điểm e Khoản 1 Điều 235,Điểm,Thải ra môi trường 150.000 mét khối (m3) trên giờ trở lên khí thải có thông số môi trường nguy hại vượt quy chuẩn kỹ thuật quốc gia về môi trường từ 02 lần đến dưới 03 lần hoặc từ 100.000 mét khối (m3) trên giờ đến dưới 150.000 mét khối (m3) trên giờ khí thải có thông số môi trường nguy hại vượt quy chuẩn kỹ thuật quốc gia về môi trường từ 03 lần đến dưới 05 lần hoặc từ 50.000 mét khối (m3) trên giờ đến dưới 100.000 mét khối (m3) trên giờ khí thải có thông số môi trường nguy hại vượt quy chu
D235_K1_Dg,Điểm g Khoản 1 Điều 235,Điểm,"Chôn, lấp, đổ, thải ra môi trường trái pháp luật chất thải rắn thông thường từ 100.000 kilôgam đến dưới 200.000 kilôgam hoặc từ 70.000 kilôgam đến dưới 100.000 kilôgam nhưng đã bị xử phạt vi phạm hành chính về một trong các hành vi quy định tại Điều này hoặc đã bị kết án về tội này, chưa được xóa án tích mà còn vi phạm;"
D235_K1_Dh,Điểm h Khoản 1 Điều 235,Điểm,"Xả thải ra môi trường nước thải, chôn, lấp, đổ, thải ra môi trường chất thải rắn hoặc phát tán khí thải có chứa chất phóng xạ vượt giá trị liều từ 50 milisivơ (mSv) trên năm đến dưới 200 milisivơ (mSv) trên năm hoặc giá trị suất liều từ 0,0025 milisivơ (mSv) trên giờ đến dưới 0,01 milisivơ (mSv) trên giờ."
D235_K1_Dđ,Điểm đ Khoản 1 Điều 235,Điểm,"Thải ra môi trường từ 150.000 mét khối (m3) trên giờ đến dưới 300.000 mét khối (m3) trên giờ khí thải có thông số môi trường nguy hại vượt quy chuẩn kỹ thuật quốc gia về môi trường từ 03 lần đến dưới 05 lần hoặc từ 100.000 mét khối (m3) trên giờ đến dưới 150.000 mét khối (m3) trên giờ khí thải có thông số môi trường nguy hại vượt quy chuẩn kỹ thuật quốc gia về môi trường 05 lần trở lên; Điều này được sửa đổi, bổ sung lần thứ hai theo quy định tại khoản 12 Điều 1 của Luật số 86/2025/QH15 sửa đ"
D235_K2,Khoản 2 Điều 235,Khoản,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tiền từ 1.000.000.000 đồng đến 2.000.000.000 đồng hoặc phạt tù từ 03 năm đến 05 năm:"
D235_K2_Da,Điểm a Khoản 2 Điều 235,Điểm,"Chôn, lấp, đổ, thải ra môi trường trái pháp luật từ 3.000 kilôgam đến dưới 5.000 kilôgam chất thải nguy hại có thành phần nguy hại đặc biệt vượt ngưỡng chất thải nguy hại theo quy định của pháp luật hoặc có chứa chất phải loại trừ theo Phụ lục A Công ước Stockholm về các chất ô nhiễm hữu cơ khó phân hủy hoặc từ 10.000 kilôgam đến dưới 50.000 kilôgam chất thải nguy hại khác;"
D235_K2_Db,Điểm b Khoản 2 Điều 235,Điểm,Xả thải ra môi trường từ 5.000 mét khối (m3) trên ngày đến dưới 10.000 mét khối (m3) trên ngày nước thải có thông số môi trường nguy hại vượt quy chuẩn kỹ thuật quốc gia về môi trường từ 03 lần đến dưới 05 lần hoặc từ 500 mét khối (m3) trên ngày đến dưới 5.000 mét khối (m3) trên ngày nước thải có thông số môi trường nguy hại vượt quy chuẩn kỹ thuật quốc gia về môi trường 05 lần trở lên;
D235_K2_Dc,Điểm c Khoản 2 Điều 235,Điểm,Thải ra môi trường từ 300.000 mét khối (m3) trên giờ đến dưới 500.000 mét khối (m3) trên giờ khí thải có thông số môi trường nguy hại vượt quy chuẩn kỹ thuật quốc gia về môi trường từ 03 lần đến dưới 05 lần hoặc từ 150.000 mét khối (m3) trên giờ đến dưới 300.000 mét khối (m3) trên giờ khí thải có thông số môi trường nguy hại vượt quy chuẩn kỹ thuật quốc gia về môi trường 05 lần trở lên;
D235_K2_Dd,Điểm d Khoản 2 Điều 235,Điểm,"Chôn, lấp, đổ, thải ra môi trường trái pháp luật chất thải rắn thông thường từ 200.000 kilôgam đến dưới 500.000 kilôgam;"
D235_K2_De,Điểm e Khoản 2 Điều 235,Điểm,Gây hậu quả nghiêm trọng.
D235_K2_Dđ,Điểm đ Khoản 2 Điều 235,Điểm,"Xả thải ra môi trường nước thải, chôn, lấp, đổ, thải ra môi trường chất thải rắn hoặc phát tán khí thải có chứa chất phóng xạ vượt giá trị liều từ 200 milisivơ (mSv) trên năm đến dưới 400 milisivơ (mSv) trên năm hoặc giá trị suất liều từ 0,01 milisivơ (mSv) trên giờ đến dưới 0,02 milisivơ (mSv) trên giờ;"
D235_K3,Khoản 3 Điều 235,Khoản,"Phạm tội thuộc một trong các trường hợp sau đây, thì bị phạt tiền từ 2.000.000.000 đồng đến 6.000.000.000 đồng hoặc phạt tù từ 05 năm đến 07 năm:"
D235_K3_Da,Điểm a Khoản 3 Điều 235,Điểm,"Chôn, lấp, đổ, thải ra môi trường trái pháp luật 5.000 kilôgam trở lên chất thải nguy hại có thành phần nguy hại đặc biệt vượt ngưỡng chất thải nguy hại theo quy định của pháp luật hoặc có chứa chất phải loại trừ theo Phụ lục A Công ước Stockholm về các chất ô nhiễm hữu cơ khó phân hủy hoặc 50.000 kilôgam trở lên chất thải nguy hại khác;"
D235_K3_Db,Điểm b Khoản 3 Điều 235,Điểm,Xả thải ra môi trường 10.000 mét khối (m3) trên ngày trở lên nước thải có thông số môi trường nguy hại vượt quy chuẩn kỹ thuật quốc gia về môi trường từ 03 lần đến dưới 05 lần hoặc 5.000 mét khối (m3) trên ngày trở lên nước thải có thông số môi trường nguy hại vượt quy chuẩn kỹ thuật quốc gia về môi trường 05 lần trở lên;
D235_K3_Dc,Điểm c Khoản 3 Điều 235,Điểm,Thải ra môi trường 500.000 mét khối (m3) trên giờ trở lên khí thải có thông số môi trường nguy hại vượt quy chuẩn kỹ thuật quốc gia về môi trường từ 03 lần đến dưới 05 lần hoặc 300.000 mét khối (m3) trên giờ trở lên khí thải có thông số môi trường nguy hại vượt quy chuẩn kỹ thuật quốc gia về môi trường 05 lần trở lên;
D235_K3_Dd,Điểm d Khoản 3 Điều 235,Điểm,"Chôn, lấp, đổ, thải ra môi trường trái pháp luật chất thải rắn thông thường 500.000 kilôgam trở lên;"
D235_K3_De,Điểm e Khoản 3 Điều 235,Điểm,Gây hậu quả rất nghiêm trọng hoặc đặc biệt nghiêm trọng.
